name,E_name,gender,birth,height,weight,event,nationplace,picture,introduce,href
江燕,Jiang Yan,女,,,,赛艇,山东,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,江燕，女，青岛城阳人，曾在城阳第十三中学就读，是校田径队的队员。2003年进入山东省皮划艇队训练。后改项练赛艇，2007年进入山东省体工队参加赛艇训练，2009年进入国家队。近几年，多次参加省、市、国家、世界级比赛。个人战绩2013年全运会女子赛艇双人双桨冠军,http://info.2016.163.com/athlete/7975.html
潘飞鸿,Pan Feihong,女,1989年7月17日,,53kg,赛艇,浙江,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,潘飞鸿，女1989年生，温州人，2010年广州亚运会中国代表团成员。2010年11月，与队友黄文仪于夺得广州亚运会赛艇女子轻量级双人双桨金牌。详细介绍早年经历潘飞鸿1989年出生于瑞安上望，小学四年级起参加水上练习，2001年9月起在温州体育运动学校训练，2002年1月份被选送到浙江省队，2007年后被选送到国家队，训练成绩一直处于上升状态。市业余体校教练陈招娣说，水上项目需要超强的毅力，潘飞鸿训练刻苦，虽然在省队里曾因身体不适一度有点消极，但是勇敢的她在教练和亲人的支持下，很快恢复过来，全身心地投入了训练。崭露头角潘飞鸿虽然年龄不大，但实力不俗，2009年全运会，她和队友范雪飞一起获得女子赛艇轻量级双人双桨亚军。将潘飞鸿与黄文仪组合起来，可以说是中国赛艇队在这个项目上打大胆启用新人的一大举措。中国队广州亚运会没有派出2009年全运会的冠军组合，来自浙江的徐东香、严诗敏，而是将2009年全运会亚军和季军里更年轻更有活力的潘飞鸿、黄文仪抽出来，组成新军。获奖记录2009年全运会女子赛艇轻量级双人双桨亚军2009年东亚运动会女子赛艇轻量级双人双桨冠军2010年广州亚运会女子轻量级双人双桨金牌,http://info.2016.163.com/athlete/7977.html
苗甜,Miao Tian,女,,,,苗甜,北京,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,苗甜，女，北京选手，中国女子赛艇运动员。2014年9月23日，仁川亚运会赛艇女子双人单桨决赛中，中国选手张敏/苗甜以7分30秒63的成绩夺得金牌。2013年8月29日，全运会赛艇比赛开赛北京队选手禹飞/苗甜在女子2000米双人单桨无舵手比赛中。最终她们以7月28秒19的成绩位列小组第二名。获奖记录2014年仁川亚运会赛艇女子双人单桨金牌,http://info.2016.163.com/athlete/7978.html
吕扬,Lv Yang,女,,,,赛艇,河南,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,吕扬的父亲吕大伟曾经是一名运动员，不满20岁的吕扬深受父亲影响，从小就喜欢体育运动。由于身体条件突出，2005年，刚上初中的吕扬被市体校射箭教练刘鹏看中，进入了市体校射箭队。2008年年底，河南省水上运动管理中心的教练看中了吕扬，从此，她从一名射箭选手转型成为一名赛艇运动员，并到河南省水上运动管理中心接受专业的赛艇训练。2013年全运会后，不满20岁的吕扬成为国家队队员。获奖记录2010年全国青年赛艇锦标赛第三名2011年河南省省运会单人赛艇比赛冠军2014年世界杯赛艇第二站女子双人双桨2000米第八名,http://info.2016.163.com/athlete/7981.html
张馨月,Zhang Xiyue,女,,,,赛艇,山东,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,张馨月此前从事的是田径五项全能，14岁那年她被青岛市水上运动训练基地赛艇教练李广巨慧眼相中，从此开始接受赛艇专业训练。2011年，张馨月与队友通力合作 ，勇夺第七届全国城运会女子2000米四人单桨和四人双桨全能项目冠军，为青岛代表团实现了城运会历史上赛艇金牌“零”的突破。获奖记录2011年第七届全国城运会女子2000米四人单桨和四人双桨全能项目冠军2013年全运会女子赛艇双人双桨冠军,http://info.2016.163.com/athlete/7982.html
王宇微,Wang Yuwei,女,,,,赛艇,内蒙古,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,王宇微，1991年出生在内蒙古，中国女子赛艇队队员。王宇微曾在仁川亚运会上包揽了当天参加的全部5项比赛冠军，与队友轻松夺得女子四人双桨金牌。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，王宇微名列出征赛艇女运动员名单。个人战绩2013年全运会赛艇女子单人双桨第五名2014年世界赛艇锦标赛双人双桨第五名2014年仁川亚运会5项比赛冠军,http://info.2016.163.com/athlete/7985.html
张灵,Zhang Ling,女,,,,赛艇,上海,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,张灵1997年出生，在去年的青年会中拿到单人双桨、四人双桨两块金牌。个人战绩2015年青年会中拿到单人双桨四人双桨两块金牌,http://info.2016.163.com/athlete/7986.html
黄文仪,Huang Wenyi ,女,1991年3月6日,178厘米,63kg,赛艇, 广东省,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,1991年3月6日出生于汕头市潮阳区关埠镇，2010年广州亚运会中国代表团成员。与队友潘飞鸿于2010年11月18日夺得广州亚运会赛艇女子轻量级双人双桨金牌。详细介绍成长经历段静莉，河南省偃师市人。厦门选手，中国女子赛艇运动员，中国国家赛艇队队员。运动生涯2007年11月2日第六届全国城市运动会赛艇广州市选手曹燕妃/黄文仪（年仅16岁）夺得女子轻量级2000米双人双桨冠军。2009年首次入选国家队集训。2009年全运会黄文仪和队友合作，分别以6分37秒32的成绩夺得女子轻量级4人双桨（黄文仪、宗晓慧、曹燕妃、孙平）和以7分57秒79的成绩女子轻量级2000米双人双桨（黄文仪、曹燕妃）两枚铜牌。2010年全国春季赛艇锦标赛女子轻量级单人双桨冠军。2010年6月的赛艇世界杯慕尼黑站上，黄文仪和刘憬搭档女子赛艇轻量级双人双黄文仪在亚运会黄文仪在亚运会桨，在英国和德国强手的夹击下获得亚军。2010年11月18日中午 在广东国际划船中心诞生了中国代表团第十六届广州亚运会第100金，在赛艇项目的女子轻量级双人双桨决赛中，中国选手黄文仪、潘飞鸿以7分13秒02的成绩夺得冠军成为100金幸运儿。2012年，伦敦奥运会赛艇项目进行了最后一天的争夺中中国选手徐东香、黄文仪表现出色，勇夺女子轻量级双人双桨银牌，这也是中国赛艇队本届赛事所获得的第一枚奖牌。,http://info.2016.163.com/athlete/4446.html
王铁鑫,Wang Tiexin,男,1989年2月24日,188厘米,75kg,赛艇,浙江省,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,"国家赛艇运动员，身高1.87米,双臂很长，臂力很大。10年前，正是依靠这一天生的资质，他成为一名不可多得的赛艇手。详细介绍运动生涯2009年山东全运会前夕，王铁鑫改学男子轻量级，这让他的成绩突飞猛进，成绩步入世界前八之列。在当年举行的全运会上，王铁鑫为上虞在新世纪收获首枚全运会金牌。在去年新西兰赛艇世锦赛上，他和队友获得第五。技术特点教练如是评价王铁鑫：一个非常聪明、非常刻苦，也非常有前途的小伙子。为了出成绩，王铁鑫经常利用休息时间勤学苦练，认真钻研，不断提高自己驾驭赛艇的技术。眼下，在云集了全国近百名赛艇优秀运动员的国家赛艇队里，王铁鑫总体赛艇技术已进入全队前六行列，就重量级赛艇来说，他已成了全队的核心人物。个人战绩在重量级赛艇赛上赛出了不凡的成绩：全国赛艇锦标赛男子2000米两个第二名，省十三届运动会赛艇4公里单人双桨、2公里单人双桨、1公里单人双桨3枚金牌。",http://info.2016.163.com/athlete/4454.html
余成刚,Yu Chenggang ,男,1984年2月23日,181厘米,70kg,赛艇,四川省,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,中国男赛艇运动员详细介绍成长经历余成刚，四川雅安人。,http://info.2016.163.com/athlete/4457.html
朱韦伟,Zhu Weiwei ,女,1990年5月22日,180厘米,72kg,赛艇,江苏省,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,"中国赛艇队运动员，获得2007年赛艇世青赛冠军。详细介绍朱韦伟，女，2012年伦敦奥运会中国代表团成员。1990年5月22日出生于泗洪县，2003年，朱韦伟开始接受专业赛艇训练。个人战绩2006年，在江苏省第十六届运动会上，她以出色的成绩夺得女子单人双桨赛艇2000米和4000米两项冠军，并被选入江苏省赛艇队。进入江苏省赛艇队训练仅一个月，朱韦伟又在全国赛艇锦标赛中脱颖而出，夺得2006年全国赛艇秋季锦标赛单人双桨赛艇2000米和8000米两项冠军。2007“世界青年赛艇锦标赛”决赛在北京顺义奥林匹克水上公园举行。朱韦伟以7分53秒66的成绩获得女子单人双桨决赛A组第一名夺冠。2011年，朱韦伟获得全国赛艇锦标赛冠军并进入了国家队。2012年5月6日，朱韦伟在赛艇世界杯贝尔格莱德站代表中国队参加了女子双人双桨项目比赛，和队友通力合作，夺得了该项目第四名。",http://info.2016.163.com/athlete/4464.html
赵景滨,Zhao Jingbin,男,,,,赛艇,山东,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,赵景滨，男，中国赛艇国家队成员。个人战绩2013年第12届全运会赛艇男子轻量级2000米四人单桨无舵手亚军2016年赛艇世界杯意大利站男子轻量级四人双桨亚军,http://info.2016.163.com/athlete/8109.html
王杰,Wang Jie,女,,,,赛艇,河南,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,王杰，女，中国女子赛艇运动员。个人战绩2013年赛艇世界杯上，王四人双桨第六名2016年赛艇世界杯意大利站女子双人双桨第六名,http://info.2016.163.com/athlete/8110.html
金威,Jin Wei,男,,,,赛艇,辽宁,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,金威，男，国家赛艇队队员。个人战绩2016年赛艇世界杯意大利站男子轻量级四人双桨亚军,http://info.2016.163.com/athlete/8111.html
孙满,Sun Man,男,1995年8月22日,,,赛艇,辽宁,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,孙满，男，1995年8月22日出生，辽宁省水上运动管理中心运动员。个人战绩2015年全国赛艇冠军赛男子2000米单人双桨第二名,http://info.2016.163.com/athlete/8112.html
王纯鑫,Wang Chunxin,男,,,,赛艇,辽宁,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,王纯鑫，男，中国赛艇队队员。个人战绩2015年青年会中拿到单人双桨四人双桨两块金牌2016年全国室内赛艇锦标赛男子轻量级双人双桨冠军,http://info.2016.163.com/athlete/8113.html
曾涛,Zeng Tao,男,,,,赛艇,湖南,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,曾涛，男，中国赛艇运动员。个人战绩2011年第七届城运会在赛艇男子8000米单人双桨亚军2016年赛艇世界杯意大利站男子轻量级双人单桨的季军,http://info.2016.163.com/athlete/8114.html
张敏,Zhang Min,女,1991,,,帆船,山东济南,http://img1.cache.netease.com/pcluster/olympicinfo/post/501/dca/cbd/b0b4e1279c019e6cb7b2954_160x108.jpg,张敏，中国赛艇运动员。2014年9月24日，仁川亚运会赛艇女子双人单桨决赛中，中国选手张敏/苗甜以7分30秒63的成绩夺得金牌。个人战绩2013年第12届全运会赛艇女子2000米四人单桨无舵手比赛冠军2014年全国春季赛艇锦标赛女子双人单桨2000米金牌和8000米、2000米全能金牌2014年仁川亚运会赛艇女子双人单桨金牌,http://info.2016.163.com/athlete/7921.html
白发全,Bai Faquan ,男,1986年3月18日,175cm,64kg,铁人三项,云南,http://img1.cache.netease.com/pcluster/olympicinfo/post/cac/f7a/035/cc6e371cb9851f895d62d43_160x108.jpg,"白发全，2008年北京奥运会时，他才接触铁人三项训练一年，如果那时候你问他能否去伦敦，他一定会笑着摇头，但如今，他却实现了很多人的梦想。这个26岁的男孩，却成为中国铁人三项首个靠积分打进奥运会的男选手。详细介绍运动生涯在2012年5月31日刚刚结束的铁人三项伦敦奥运会资格赛中，26岁的白发全力压哈萨克斯坦选手盖格，以亚洲积分榜第一名的成绩成功地获得了中国男子铁三唯一一张伦敦奥运门票。这是中国男子铁三第一次靠积分闯进奥运会的舞台。面对这个令人振奋的结果，连中国铁人三项运动协会主席王宣庆也不免感叹道：“过程十分艰难，尤其是男子，一波三折，白发全的资格是拼来的，体现了中国选手永不言败的精神。”2016年4月16日，成都·金堂铁人三项世界杯赛在金堂铁人三项赛场结束。目前最有希望获得奥运资格的白发全获得了金堂世界杯男子第18名，根据国际铁联奥运积分规则，获得了相应的奥运积分。2016年5月9日，2016年墨西哥铁人三项世界杯赛上，中国男选手白发全以2小时1分32秒的成绩获得男子组第24名，继铁人三项亚锦赛后又一次战胜韩国的两名选手，奥运总积分达到1371分，继续位列亚洲第一，并进一步扩大了积分领先优势。韩国选手已无望在奥运积分截止日5月15日前超越白发全，因此白发全已锁定奥运会入场券。个人战绩2008年5月湖北宜城全国冠军赛冠军 2009年5月河南睢县全国铁人三项锦标赛冠军2009年9月韩国铁人三项亚洲锦标赛U23组亚军 2009年10月山东第十一届全运会亚军2011年7月巴西世界军人运动会团体季军2011年12月毛里求斯国际铁人三项非洲杯赛冠军2011年4月黄山国际铁人三项暨全国冠军赛冠军2012年4月福州国际铁人三项赛暨冠军赛冠军 2012年4月日本石垣岛世界杯赛第十一名2012年5月菲律宾国际铁人三项赛冠军2012年9月成都金堂全国锦标赛冠军2013年4月成都金堂国际铁人三项暨全国冠军赛季军2013年6月宁夏石嘴山全国锦标赛冠军2013年9月沈阳第十二届全国运动会冠军",http://info.2016.163.com/athlete/4408.html
王莲媛,Wang Lianyuan,女,1994年7月26日,,,铁人三项,山东,http://img1.cache.netease.com/pcluster/olympicinfo/post/cac/f7a/035/cc6e371cb9851f895d62d43_160x108.jpg,王莲媛，女子铁人三项运动员。中国铁人三项国家队队员。2016年4月在成都举行的铁人三项世界杯赛中，王莲媛以2小时02分32秒65的成绩第13个冲过终点线。2016年5月1日，在日本广岛结束的2016年亚洲铁人三项锦标赛上，我国女选手王莲媛获得个人赛第五名。凭借此役获得的奥运积分，王莲媛在亚洲的奥运积分领先优势得到加强，进一步巩固了在奥运资格竞争中的优势地位，已基本锁定奥运会入场券。,http://info.2016.163.com/athlete/7997.html
黄丽珠,Huang Li Zhu,女,,175厘米,,帆船,海南,http://img1.cache.netease.com/pcluster/olympicinfo/post/4c4/0cd/086/d2ba2e7487550d5a0435c7b_160x108.jpg,黄丽珠，女，中国帆船运动员。详细介绍个人战绩2014年全国锦标赛冠军。2015年青岛世界杯第4名。2016年法国世锦赛铜牌。2016年470级帆船世界锦标赛第七名。,http://info.2016.163.com/athlete/7995.html
王玮,Wang Wei,男,,,,帆船,浙江,http://img1.cache.netease.com/pcluster/olympicinfo/post/4c4/0cd/086/d2ba2e7487550d5a0435c7b_160x108.jpg,"王玮,男，中国帆船运动员。详细介绍个人战绩2009年10月全国帆船冠军赛第三名。2010年4月全国帆船冠军赛长距离帆船第二名。2012年9月全国帆船锦标赛男子帆船场地赛第二名和长距离赛第三名。2014年全国帆板锦标赛上男子帆船长距离赛第一名和场地赛第二名。",http://info.2016.163.com/athlete/7996.html
徐臧军,Xu Cang Jun,男,,,,帆船,浙江,http://img1.cache.netease.com/pcluster/olympicinfo/post/4c4/0cd/086/d2ba2e7487550d5a0435c7b_160x108.jpg,徐臧军，男，中国帆船运动员。详细介绍个人战绩2009年山东全运会男子470级场地赛获得季军。2012年全国帆船锦标赛帆板冠军赛男子470场地赛获得亚军。2014年全国帆船帆板锦标赛男子470场地赛获得季军。,http://info.2016.163.com/athlete/7998.html
宫磊,Gong Lei,男,1983年3月26日,185厘米,88kg,帆船,山东省,http://img1.cache.netease.com/pcluster/olympicinfo/post/4c4/0cd/086/d2ba2e7487550d5a0435c7b_160x108.jpg,中国帆船队运动员详细介绍宫磊，山东人，1983年3月26日出生。运动生涯 2009年十一运帆船比赛由于因风力不能达到比赛要求比赛不能正常进行，因此，组委会按照国际惯例做出规定，最后一轮赛事全部取消各项按原有成绩决出金牌归属。山东队宫磊获帆船男子芬兰人级亚军。,http://info.2016.163.com/athlete/4485.html
王爱忱,Wang Aichen,男,1985年3月28日,185厘米,70kg,帆船,辽宁省,http://img1.cache.netease.com/pcluster/olympicinfo/post/4c4/0cd/086/d2ba2e7487550d5a0435c7b_160x108.jpg,中国帆船队运动员，参加了08年北京奥运会。详细介绍征战奥运身高1.85米的王爱忱出生于辽宁抚顺，他16岁时开始接触帆板运动，经过近8年的努力击败老大哥周元国获得参加2008年北京奥运会的机会，这也是中国帆板运动员在这届奥运会上的唯一的一个参赛席位。在奥帆赛男子帆板的最后角逐中，王爱忱表现稳定，第5个冲过终点，但由于常规赛中积分较低，最终以净积分95分排名第7位。个人战绩2004年全国帆板锦标赛男子团体赛第一名2004年奥林匹克航线赛男子米氏板重量级第一名2006年8月30日男板获第四2008年全国雷迪尔级帆船暨RS：X级帆板锦标赛冠军2009年第十一届全运会帆板男子RS:X级冠军2010年广州亚运会帆船帆板男子RS级冠军2012年伦敦奥运会RS:X级男子帆板的第18名2015年10月阿曼2015年世界帆板（RS：X）锦标赛上，获得男子帆板世界亚军,http://info.2016.163.com/athlete/4489.html
王晓丽,Wang Xiaoli,女,1982年5月12日,169厘米,70kg,帆船,山东省,http://img1.cache.netease.com/pcluster/olympicinfo/post/4c4/0cd/086/d2ba2e7487550d5a0435c7b_160x108.jpg,中国帆船队运动员详细介绍王晓丽，中国女子帆船运动员。1997年在山东省帆船队接受训练，2002年入选国家帆船队。曾经多余次在国外帆船锦标赛获得优异成绩。个人战绩十一运会帆船女子470级场地赛冠军。2002年全国帆船锦标赛(第二名)。2003年全国冠军赛(第三名)。2003全国帆船锦标赛(第二名)。2007年全国帆船锦标赛(第一名)。2007年第一届水运会(第一名)。2008年全国帆船锦标赛(第二名)。2008年全国帆船长距离赛(第一名)。2008年全国帆船冠军赛(第三名)。2009年第十一届全运会预赛(第一名)。2009年第十一届全运会 (第一名)。2010年第二届水运会既全国帆船锦标赛(团体第一名)。2010年全国帆船奥线赛(第三名)。2010年全国帆船长距离赛(第二名)。2011年全国帆船冠军赛(第一名)。2011年全国帆船锦标赛(第一名)。意大利比赛(第三名)。荷兰比赛(进入奖牌轮)帆船世界锦标赛第十四名法国世界杯(第九名)。帆船世界锦标赛(第15名)。伦敦奥运会470级女子双人艇的第11名。,http://info.2016.163.com/athlete/4491.html
徐莉佳,Xu Lijia,女,1987年8月30日,176厘米,60kg,帆船,上海市,http://img1.cache.netease.com/pcluster/olympicinfo/post/4c4/0cd/086/d2ba2e7487550d5a0435c7b_160x108.jpg,中国帆船运动员，富有斗志，技术娴熟，胆大而心细，平时训练时文静，比赛时泼辣果断。比赛中，她战术清楚、技术稳定、表现出色，一度被比作“女姚明”。详细介绍个人简介徐莉佳10岁开始练习OP级帆船，2001、2002年连续两年获得世界帆船锦标赛OP级帆船比赛的女子冠军，2008年8月获得北京奥运会激光雷迪尔级季军；2012年8月在伦敦奥运会帆船激光镭迪尔级女子单人赛中获得金牌，是中国帆船史上在镭迪尔级中的首枚奥运金牌；2012年8月13日，徐莉佳成为伦敦奥运会闭幕式中国代表团旗手。征战奥运会2012年·伦敦奥运会女子单人艇-激光级·金牌2008年·北京奥运会女子单人艇-激光级·铜牌个人战绩2009年第十一届全运会帆船帆板激光级级冠军2006年激光级世界锦标赛冠军2005年全运会女子欧洲级亚军2005年世界青年帆船锦标赛女子雷迪尔亚军2006年多哈亚运会赢得帆船激光雷迪尔级公开组金牌。2008年8月，在青岛奥运帆船中心举行的帆船激光镭迪尔级奖牌轮争夺中，她成功夺得铜牌，获得了中国帆船帆板队在北京奥运会的第一枚奖牌，帮助中国队实现了奥运会帆船项目上的奖牌零突破。2012年8月6日，伦敦奥运会帆船激光镭迪尔级女子单人艇中，徐莉佳一路领先夺得冠军，是中国帆船史上在镭迪尔级中的首枚奥运金牌。,http://info.2016.163.com/athlete/2972.html
呙俐,Guo Li,女,,167厘米,,花样游泳,江苏,http://img1.cache.netease.com/pcluster/olympicinfo/post/f7e/2bc/009/84c4954a149933d0343dd08_160x108.jpg,1993年5月11日出生，身高167cm，体重54kg。学过艺术体操，9岁改练花样游泳。曾获2010年世青赛双人第四，集体亚军，Figure排名30位；2011年世锦赛组合亚军；2012年亚锦赛组合冠军；2014年亚运会、世界杯集体及组合项目冠军。详细介绍个人战绩2010年世青赛双人第四，集体亚军，Figure排名30位。2011年世锦赛组合亚军。2012年亚锦赛组合冠军。2014年亚运会、世界杯集体及组合项目冠军。,http://info.2016.163.com/athlete/7999.html
梁馨枰,Liang Xinping,女,1994年7月31日,171cm,60公斤,花样游泳,江苏,http://img1.cache.netease.com/pcluster/olympicinfo/post/f7e/2bc/009/84c4954a149933d0343dd08_160x108.jpg,1994年7月31日出生，身高171cm，体重60公斤，2002年开始花样游泳训练。详细介绍个人战绩2014年亚运会、世界杯集体及组合项目冠军。,http://info.2016.163.com/athlete/8012.html
汤梦妮,Tang Mengni,女,1994年4月8日,169cm,59kg,花样游泳,上海,http://img1.cache.netease.com/pcluster/olympicinfo/post/f7e/2bc/009/84c4954a149933d0343dd08_160x108.jpg,1994年4月8日出生，身高169cm，体重59kg。详细介绍主要战绩2010年世青赛单人第6，集体亚军，组合季军，Figure排名26位。2014年亚运会、世界杯集体及组合项目冠军。,http://info.2016.163.com/athlete/8013.html
尹成昕,Yin Chengxin,女,1995年2月5日,168cm,58kg,花样游泳,湖北,http://img1.cache.netease.com/pcluster/olympicinfo/post/f7e/2bc/009/84c4954a149933d0343dd08_160x108.jpg,1995年2月5日出生，身高168cm，体重58kg。详细介绍主要战绩2012年世青赛集体第5，组合第6，Figure排名65位。2014年亚运会、世界杯组合项目冠军。,http://info.2016.163.com/athlete/8015.html
曾珍,Zeng Zhen,女,1993年11月28日,170cm,61kg,花样游泳,四川,http://img1.cache.netease.com/pcluster/olympicinfo/post/f7e/2bc/009/84c4954a149933d0343dd08_160x108.jpg,1993年11月28日出生，身高170cm，体重61kg。详细介绍主要战绩2010年世青赛集体亚军，组合季军，Figure排名23位。2014年亚运会、世界杯集体及组合项目冠军。,http://info.2016.163.com/athlete/8016.html
李晓璐,Li Xiaolu,,,,,,,http://img1.cache.netease.com/pcluster/olympicinfo/post/f7e/2bc/009/84c4954a149933d0343dd08_160x108.jpg,1992年11月7日出生，身高166cm，体重51kg，1998年开始花样游泳训练。详细介绍主要战绩2010年世青赛集体亚军，组合季军，Figure排名40位。2014年亚运会、世界杯集体及组合项目冠军。,http://info.2016.163.com/athlete/8018.html
黄雪辰,Huang Xuechen,女,1990年2月25日,175cm ,62kg ,花样游泳,上海,http://img1.cache.netease.com/pcluster/olympicinfo/post/f7e/2bc/009/84c4954a149933d0343dd08_160x108.jpg,"中国花样游泳队队员，擅长单人自选动作，曾获得2006年世界青年花样游泳锦标赛单人第一名，世锦赛女子单人自由自选第七等优异成绩。2011年上海世锦赛花样游泳首金争夺，个人技术决赛，中国选手黄雪辰以96.500分获得银牌，这也是中国花游个人项目的首枚世锦赛奖牌。详细介绍运动生涯1996年进入上海市培华学校开始游泳训练，教练周芸。2000年改项花样游泳，上海跳水池，教练沈洁。2002年进入上海体育技术学院，教练袁咏华。2005年国青队，教练赵元。2006年至今国家队，教练汪洁、郑嘉。个人战绩2006年 世界青少年锦标赛花样游泳单人冠军、集体亚军。2007年 世界游泳锦标赛 花样游泳单人第七。2010年 世界杯花样游泳锦标赛 花样游泳组合亚军。2011年 第十四届世界游泳锦标赛 花样游泳单人技术赛银牌。2012年 伦敦奥运会花样游泳双人自由自选获得铜牌（搭档刘鸥）、花样游泳集体项目银牌。2013年 巴塞罗那游泳世锦赛花样游泳单人技术自选亚军、单人自由自选亚军。2014年 仁川亚运会女子双人花样游泳冠军（搭档孙文雁）。2015年 喀山世界游泳锦标赛女子双人技术自选亚军（搭档孙文雁）。2015年 俄罗斯喀山游泳世锦赛花样游泳单人自由自选亚军。",http://info.2016.163.com/athlete/4496.html
孙文雁,Sun Wenyan,女,1989年12月27日,170cm ,58kg ,花样游泳,湖南,http://img1.cache.netease.com/pcluster/olympicinfo/post/f7e/2bc/009/84c4954a149933d0343dd08_160x108.jpg,中国女子花样游泳队运动员。2012年伦敦奥运会获花样游泳集体项目银牌。2014年9月20日，仁川亚运会女子双人花样游泳，中国组合黄雪辰/孙文雁在自选动作比赛中拿到了94.000的高分，最终以总成绩185.1851分夺得冠军，之后与队友合作还先后获得集体赛、自由组合赛等全部三枚金牌。详细介绍运动生涯2010年广州亚运会中国代表团成员2011上海游泳世锦赛中国代表团成员-花样游泳单人自由自选选手。个人战绩2006年全国花样游泳锦标赛 A组单人技术自选冠军、B组规定动作冠军、A组单人自由自选亚军。2007年全国花样游泳冠军赛 单人技术自选冠军。2007第12届世界游泳锦标赛 单人规定动作第七名 。2010年11月21日，获得广州亚运会花样游泳组合冠军。2011年7月20日，第14届国际泳联世锦赛，以95.840分获得女子花样游泳单人自由自选季军。2014年仁川亚运会女子双人花样游泳比赛，和黄雪辰搭档夺得冠军。2014年仁川亚运会花样游泳像模集体赛、自由组合项目赛金牌。2014年国际泳联花样游泳世界杯赛，和黄雪辰搭档以186.704分夺得双人自由自选冠军，这是孙文雁首次获得世界冠军。2014年国际泳联花样游泳世界杯赛，集体技术自选比赛中，中国队(汤梦妮、孙怡靖、呙俐、顾笑、梁馨枰、孙文雁、陈晓君、曾珍)得到了92.7655分，排名第一，集体自由自选，中国队(于乐乐、汤梦妮、孙怡靖、呙俐、顾笑、梁馨枰、陈晓君、李晓璐)再接再厉，得到了95.2667分，以总分188.032分夺冠，这是中国花游首夺集体项目世界冠军。2014年国际泳联花样游泳世界杯赛，集体自由组合比赛中，中国队(于乐乐、汤梦妮、孙怡靖、黄雪辰、呙俐、顾笑、梁馨枰、孙文雁、李晓璐、曾珍)以95.4000分获得了在本次比赛的第三金。2015年喀山世界游泳锦标赛，孙文雁在花游单人技术自选比赛中为中国队赢得一枚铜牌。2015年喀山世界游泳锦标赛女子双人技术自选决赛中，中国组合孙文雁/黄雪辰以93.3279分的成绩摘得银牌，这是中国队在世锦赛该项目上连续第三届获得亚军。,http://info.2016.163.com/athlete/4503.html
