name,E_name,gender,birth,height,weight,event,nationplace,picture,introduce,href
张国伟,Zhang Guowei,男,1991年6月4日,200厘米,77kg,男子跳高,山东,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,张国伟，2010年4月16日，在男子青年组跳高决赛中，张国伟以2米15的成绩与浙江队选手金其超并列获得亚军。2011年2月份的全国田径锦标赛上海站的比赛中，他又以2.28米的成绩夺得冠军。此成绩不仅平了十一届全运会冠军纪录，还超过广州亚运会2.27米冠军成绩1厘米。成为国内达到大邱世锦赛跳高比赛B标的第一人（韩国大邱举行的田径世锦赛，跳高B标的成绩是2.28米）。详细介绍个人战绩2011年 全国田径锦标赛上海站冠军2012年 亚洲室内田径锦标赛亚军2012年 世界室内田径锦标赛第四名2013年 全国室内田径锦标赛打破室内全国跳高纪录2014年 仁川亚运会男子跳高银牌2015年 美国摩圣安东尼奥学院接力赛男子跳高冠军2015年 国际田联钻石联赛尤金站男子跳高比赛亚军2015年 国际田联钻石联赛奥斯陆站男子跳高比赛冠军2015年 北京世界田径锦标赛男子跳高亚军2016年 国际田联钻石联赛上海站男子跳远亚军,http://info.2016.163.com/athlete/914.html
曹硕,Cao Shuo,男,1991年10月8日,180厘米,76kg,男子三级跳远,河北,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,"曹硕，男，出生于1991年10月08日，中国男子田径队运动员。在2009年5月21日至23日，参加了为期三天的第11届全运会田径男子预选赛暨2009年全国田径锦标赛，于2009年5月17日获得田径全锦赛该项目的金牌，也获得了参加十一运的资格。2012年全国室内田径锦标赛第一站南京站男子三级跳远冠军。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，曹硕名列出征田径队运动员名单。详细介绍个人战绩2009年全国运动会季军2010年广州亚运会男子三级跳季军2012年 全国室内田径锦标赛第一站南京站三级跳远冠军2012年全国室内田径锦标赛第一站南京站17米00男子三级跳远冠军。2012年第五届亚洲室内田径锦标赛17米01获得亚军。2012年4月15日，在全国田径大奖赛肇庆站男子三级跳远比赛中跳出17.35米，获得亚军，成绩达到了伦敦奥运会的参赛A标17米20。2012年08月07，伦敦奥运会三级跳远中，曹硕发挥欠佳，无缘决赛。2013年5月21日，2013国际田联挑战赛（北京站）比赛在北京国家体育场（鸟巢）举行。中国运动员表现出色，共夺得四枚金牌。其中，曾参加了伦敦奥运会的华东交通大学学子曹硕，在男子三级跳远比赛中以16米72的成绩夺得冠军。2013年9月10日第十二届全运会田径比赛进入第四天，在男子三级跳远决赛中，河北选手曹硕以17米26夺冠。2014年10月2日，仁川亚运会田径比赛男子三级跳远决赛，中国选手曹硕以17米30的成绩获得冠军。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，曹硕名列出征田径队运动员名单。运动荣誉曹硕以17.13米的成绩获得男子三级跳远的金牌，成为在17岁的年纪跳过17米大关的史上第一人，引来了国际田联的关注。国际田联用“The biggest news”(最大的新闻)来形容曹硕的成绩，文中称赞道：“作为10月份才年满17岁的曹硕，此前最令人印象深刻的是在去年11月的中国青年锦标赛中，跳出了16.42米的成绩，而周日的这一跳令其上升到另外一个高度。这位来自中国河北的年轻选手仅仅以10厘米的差距，落后于中国名将顾俊杰17.23米的个人最好成绩。”",http://info.2016.163.com/athlete/918.html
王镇,Wang  Zhen,男,1991年8月24日,177厘米,63kg,男子20公里竞走,黑龙江,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,王镇，1991年8月24日出生于黑龙江省绥化市，中国田径运动员。王镇是2016里约奥运会中国国家田径队成员之一。详细介绍早年经历2005年，14岁的王镇被其当时的教练、昔日国家队队员刘云峰选中进入大庆市体校田径队接受专业竞走训练。2008年，在全国少年田径竞走比赛中获10公里、30公里两项冠军，并破全国纪录。2009年，再次夺得全国青年赛10公里、30公里竞走冠军。同年，在全运会20公里竞走项目中获得第9名和50公里竞走第6名的好成绩，这次参赛也成为他职业生涯的关键转折点。个人战绩2010年，王镇首次入选国家男子竞走队。2012年4月，王镇在奥运选拔赛上以破亚洲纪录的成绩获得第一。5月，又获得个人首个世界大赛冠军头衔暨国际竞走世界杯男子20公里比赛冠军。8月，王镇在伦敦奥运会男子20公里竞走比赛中摘得铜牌。2013年，王镇以1小时19分54秒的成绩获得中华人民共和国第十二届运动会男子20公里竞走比赛冠军。2014年，王镇以1小时19分45秒的成绩获得2014仁川亚运会男子20公里竞走比赛金牌，并且打破了该项目尘封16年的亚运会记录。2015年，夺得全国竞走大奖赛暨世锦赛选拔赛第一站比赛男子20公里竞走冠军。2015年8月23日，在2015年北京世界田径锦标赛男子20公里竞走比赛中获得银牌。2016年7月18日，参加里约奥运会的中国体育代表团在北京正式成立，王镇将赴里约征战奥运会。,http://info.2016.163.com/athlete/921.html
陈定,Chen Ding,男,1992年8月5日,177厘米,61kg,男子20公里竞走,云南,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,"陈定，1992年8月5日出生于云南省保山市龙陵县，中国男子田径竞走运动员。详细介绍早年经历2004年，12岁的陈定喜欢上了竞走运动，并成为一名业余运动员。2005年，陈定因竞走成绩不佳及腰伤从云南省竞走集训队被刷了下来。于是刚刚初中毕业的陈定决定去北京，以竞走的特长作为体育生直接考大学，然而因成绩相差太远，投考以失败告终。2006年年底，他遇到了竞走名将刘虹的教练、深圳体工大队领队孙荔安；为了确定陈定的腰伤没问题，孙荔安带着陈定到云南省体育医院亲自检查了一番，陈定的腰伤经云南省体育医院院长检查称没问题，可以继续练竞走。陈定开始在深圳接受孙荔安的训练。运动成绩2008年5月，陈定在国际田联竞走世界杯男子青年组10公里比赛中获得亚军，为中国竞走队夺得了本次比赛唯一的一枚奖牌。2012年5月，陈定在国际田联竞走世界杯男子20公里竞走中打破全国记录并获得亚军；8月5日，陈定在伦敦奥运会男子20公里竞走中以1小时18分46秒的成绩夺得冠军，并打破奥运纪录，成为继刘翔之后第二名在奥运田径赛场夺金的中国男运动员。",http://info.2016.163.com/athlete/922.html
张培萌,Zhang Peimeng,男,1987年3月13日,186厘米,86kg,田径,北京,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,张培萌，这名小伙子在鸟巢为中国夺得了男子100米的冠军--尽管是好运北京2008中国田径公开赛的冠军。这位中国百米飞人以10秒23的成绩创造了个人的最好成绩，再次达到奥运B标，距离奥运A标还有0.02秒的差距。国家队的队友胡凯以0.01秒的差距获得亚军，也创造了个人的最好成绩，同样达到B标。最近一次比赛是2011年全国田径锦标赛，获得亚军。详细介绍个人战绩2007年 全国锦标赛100米冠军2007年 世界大学生运动会100米亚军2007年 全国冠军赛100米冠军、200米冠军2007年 全国城市运动会100米冠军2008年 中国田径公开赛100米冠军2009年 第11届全国运动会田径男子百米亚军2009年 第18届亚洲田径锦标赛男子百米冠军2011年 全国田径锦标赛男子100米亚军2013年 莫斯科世锦赛男子百米创造新的全国纪录2013年 十二运会男子100米冠军2014年 仁川亚运田径男子4x100米接力夺冠2015年 北京田径世锦赛男子4×100米摘银,http://info.2016.163.com/athlete/926.html
刘婷婷,Liu tingting,女,,,,链球,,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,刘婷婷，中国田径运动员。详细介绍征战奥运会个人战绩2016 全国田径大奖赛绍兴站女子链球冠军,http://info.2016.163.com/athlete/8107.html
王峥,Wang zheng,女,1987年12月14日,174厘米,87kg,女子链球,陕西,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,王铮，女，1987年12月14日出生，2013年7月5日，在印度浦那进行的2013年亚洲田径锦标赛以72米78获得女子链球冠军，并打破赛会纪录。详细介绍个人战绩2006年 世界青年田径锦标赛女子链球冠军2010年 广州亚运会以68米17摘得银牌2011年 全国田径锦标赛女子链球亚军2013年 田径亚洲锦标赛女子链球冠军2014年 仁川亚运会女子链球亚军,http://info.2016.163.com/athlete/8108.html
谢文骏,Xie Wenjun,男,1990年7月11日,190厘米,85kg,田径,上海市,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,谢文骏，中国男子田径队110米栏运动员，出生于一个体育世家，妈妈是原上海队的短跑运动员，爸爸是华东理工大学的排球教练。2008年5月，谢文骏跑出13秒51的成绩，成为全球最年轻的男子110米栏奥运A标达标选手，被誉为“刘翔的接班人”。2008年10月，谢文骏在全国田径锦标赛男子110米栏决赛中以13秒68的成绩获得首个全国锦标赛冠军。2014年5月19日，国际田联钻石联赛上海站男子110米栏决赛中，谢文骏夺钻石联赛上海赛冠军，刘翔亲自为其颁发金牌。2014年9月30日，在仁川亚运会男子110米栏决赛中，获得冠军。详细介绍成长经历谢文骏出生于一个体育世家，妈妈是原上海队的短跑运动员，爸爸是华东理工大学的排球教练，谢文骏继承了妈妈的速度，也继承了爸爸的高度，17岁就长到了1米89。谢文骏最初把自己从父母那里继承来的运动天赋用到了足球上。长得高高大大的谢文骏，在校足球队的位置是守门员，“其实当时只是玩玩而已，没当真。”谢文骏说。在体验了3年多的足球训练之后，一次偶然的机会，妈妈把谢文骏送到了田径队练跨栏，教练就是当初把刘翔从100米跑道挑到110米栏跑道的方水泉。4年后，方水泉把初具雏形的谢文骏送到了孙海平教练的手里，从此他一发而不可收拾。个人生涯在2008年4月份的萧山全国大奖赛上，谢文骏将个人最好成绩提升到13秒76。谢文骏首次在国内赛事中称雄。在鸟巢他又将成绩提高了0.25秒，上升速度很快。在2008年9月20日进行的上海田径黄金大奖赛上，虽然场地因下过雨十分湿滑，但谢文骏仍跑出个人最好成绩13秒47，刷新了个人最好成绩，获得亚军。在2008年10月12日，上海选手谢文骏在石家庄举行的全国田径锦标赛男子110米栏决赛中以13秒68的成绩获得冠军。在国人最为关注的男子110米栏决赛中，在刘翔、史冬鹏、纪伟三名奥运会选手全部缺阵的情况下，年仅18岁的刘翔小师弟谢文骏不负众望，夺得了自己的首个110米栏全国锦标赛冠军。这次石家庄全国锦标赛男子110米栏比赛共23人参加。去年参加过大阪世锦赛的北京选手郉衍安未能进入决赛，最后参加前八名争夺的都是二十岁上下的年轻运动员。谢文骏是所有参赛者中年龄最小的。决赛中，风速为-1米/秒，位列第四道的谢文骏再次展现后程跑强势的特点，最终以13秒68的成绩夺冠，尹靖13秒79摘得银牌，另一位上海选手洪啸峰获得第三名。征战奥运会2012年，谢文骏在此前的比赛中状态比较稳定，两次跑出13秒48的成绩，这也是国内运动员中，除刘翔之外，取得的最好成绩。也正因为此，谢文骏拿到了参加伦敦奥运会的参赛资格。个人战绩2008年黄金大奖赛上海站亚军，13秒472009年黄金大奖赛上海站第72009年十一运会110米栏第42010年钻石联赛上海站第4，13秒582012全国田径大奖赛武汉站110米栏冠军，成绩为13秒482012年，伦敦奥运会田径赛场上，谢文骏再次以13秒34刷新个人最好成绩，排名第九，0.03秒之差遗憾无缘决赛。2013年2月，在英国伯明翰室内田径赛上，22岁的谢文骏以7秒60获得60米栏第三。2013年9月9日，第十二届全运会田径男子110米栏决赛，谢文骏13秒36的成绩获得冠军。2014年5月19日，国际田联钻石联赛上海站男子110米栏决赛，13秒23的成绩获得冠军，并创造了个人历史最好成绩，刘翔亲自为师弟颁奖。2015年，亚洲田径锦标赛在男子110米栏项目中谢文骏跑出13秒56，以绝对优势获得冠军。2016年，在比利时根特室内赛上，谢文骏7秒73获男子60米栏季军。2016年，在法国兰斯进行的室内田径赛，男子60米栏谢文骏以7秒65的成绩获得亚军。5月，在日本川崎进行的田径黄金挑战赛中，谢文骏以13秒36的成绩获得男子110米栏冠军。2016年5月14日，国际田联钻石联赛第二站上海站，谢文骏发挥不俗，以13秒34摘得铜牌。        	  	  ,http://info.2016.163.com/athlete/2028.html
薛长锐,Xue Changrui,男,1991年5月31日,188cm,75kg,田径,山东,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,薛长锐，1991年5月31日出生，中国男子撑杆跳高运动员。详细介绍早年经历薛长锐，1991年5月31日出生，中国男子撑杆跳高运动员。撑杆跳全国纪录保持者。小学二年级就打破了校运动会60米纪录。小学毕业后进入济南市体校练跳远，可在一次三级跳远比赛中，腰椎间盘出现问题，初中二年级转练撑竿跳。2007年进入省队，师从葛蕴教练。2012年3月28日，被授予国家级运动健将称号。个人生涯2014年5月21日在国际田联田径赛北京站的比赛中，以5米80的成绩打破全国纪录并夺得冠军。2014年9月28日晚，仁川亚运会在亚运主体育场结束了田径大项第二天八个决赛项目的争夺，中国选手发挥出色，在男子撑杆跳决赛中，中国选手薛长锐以5米55获得冠军。2016年北京时间1月16日晚，在法国奥尔良进行的室内撑杆跳精英赛上，中国选手薛长锐以5米81的成绩获得本赛事冠军，并且打破了杨雁盛保持的5米80的全国室内撑杆跳纪录！目前薛长锐一人独揽室内和室外两项全国纪录。,http://info.2016.163.com/athlete/8174.html
莫有雪,Mo Youxue,男,1988年2月16日,179cm,65kg,田径,广东,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,莫有雪，1996年2月10日出生于广西柳州，短跑运动员。2011年成为国家一级运动员。2013年世界少年田径锦标赛以10秒35的成绩获得男子100米冠军，成为首位夺得世少赛男子百米冠军的中国运动员。2015年8月29日，在北京世界田径锦标赛男子4×100米接力比赛中以第一棒的身份参赛，全队以38秒01的成绩摘银，创造亚洲历史。详细介绍早年经历莫有雪出生于广西柳州。2009年，深圳南山区被国家评为奥林匹克高水平短跑基地，他的父母慕名把莫有雪送到深圳。之后，莫有雪进入深圳体工大队，成为了一名专业田径运动员。2011年成为国家一级运动员。2012年莫有雪进入省队，投身袁国强教练门下，成为苏炳添的师弟。同年随队前往美国训练近4个月，成绩开始提升运动生涯2013年4月12日，莫有雪以10秒57的成绩获得世少赛选拔赛男子100米第一名。4月27日，在全国田径大奖赛广东肇庆站男子100米的比赛中，莫有雪以10秒41的成绩获得第5名，创生涯新高。5月29日，在全国锦标赛暨全运会预赛男子100米的比赛中，莫有雪以10秒43的成绩夺得亚军。7月12日，在顿涅茨克世少赛男子100米比赛中，莫有雪以10秒35的成绩夺冠，成为历史上首位在世少赛上夺得男子百米冠军的中国运动员。10秒35的成绩也再次刷新个人最好成绩。2015年8月29日，在北京世界田径锦标赛男子4×100米接力比赛中，莫有雪以第一棒的身份参赛，全队以38秒01的成绩获得银牌，创造了中国田径史上该项目的最好成绩。2015年10月22日，在福州青运会男子100米的比赛中，以10秒38的成绩获得冠军。10月25日，在青运会男子4×100米接力赛中，莫有雪以第四棒的身份代表深圳队参赛。全队以39秒35夺得该项目金牌，并打破全国青年纪录。10月26日，在青运会男子200米决赛中，莫有雪以20秒96的成绩获得亚军，20秒96的成绩也刷新个人最好成绩。2016年1月24日，与谢震业、苏炳添、张培萌一起，获得2015年CCTV体坛风云人物“最佳组合奖”。2016年3月3日，莫有雪在全国室内锦标赛南京站60米比赛中跑出6秒64的成绩获得铜牌，创生涯记录。3月8日，全国室内田径锦标赛第三站-西安站，莫有雪以6秒65获得男子60米冠军。,http://info.2016.163.com/athlete/8176.html
王嘉男,Wang Jianan,男,1988年2月16日,185cm,70kg,田径,辽宁,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,王嘉男，男，江苏徐州人，中国跳远运动员。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，王嘉男名列出征田径队运动员名单。详细介绍早年经历王嘉男的小学时光，是在沈河区文化路小学度过的。小学毕业后，王嘉男凭借在区里运动会的优异成绩，很快被沈阳市体校看中，进入市体校田径队，成为了一位十项全能运动员。运动生涯2012年2月，王嘉男参加全国室内男子十项全能的比赛，是江苏省队的一名十项全能运动员。2013年7月，在中国跳远“一哥”李金哲缺席的情况下，王嘉男以7米95的成绩获得印度浦那亚锦赛冠军，连世青赛都没比过的他就这样得到了参加莫斯科世锦赛的资格。2014年5月21日晚，在国际田联挑战赛北京站的男子跳远决赛中，王嘉男夺得男子跳远冠军。2015年5月17日晚，在国际田联钻石联赛上海站的跳远比赛中，中国选手王嘉男超水平发挥，前两跳虽然都是犯规没有成绩，第三跳跳出了7米96，第四跳在顺风0.9米每秒的有利情况下，跳出了8米25。第五跳王嘉男发挥失误，只跳了6米72，最后一跳则犯规了。最终王嘉男以8米25拼得铜牌。2016年瑞典斯德哥尔摩室内田径赛，男子跳远中国选手王嘉男，以8米02获得亚军。2016年全国室内田径锦标赛南京站，江苏跳远名将王嘉男在比赛中脚踝受伤，但他仍顽强地跳过了8米，最终获得亚军。2016年5月23日，国际田联世界挑战赛荷兰亨格罗站，王嘉男以7米91获得男子跳远冠军。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，王嘉男名列出征田径队运动员名单。,http://info.2016.163.com/athlete/8177.html
黄常洲,Huang Changzhou,男,1994年8月20日,186cm,73kg,田径,四川,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,黄常洲，1994年8月20日出生于四川省广汉市，中国田径运动员，主项男子跳远。详细介绍早年经历2007年，黄常洲在参加德阳市中小学篮球比赛时，因身体条件好被选中进入德阳市业余体校参加田径训练。在接受了系统田径训练后，黄常洲用四年时间完成了从德阳业余体校到国家队的“三级跳”。运动生涯2015年3月，在全国室内田径锦标赛南京仙林站男子跳远比赛中以8米14夺冠，顺利达到北京田径世锦赛参赛标准。这个成绩位居2015年室内赛季亚洲第一、世界第七。2016年3月，全国室内田径锦标赛南京站，男子跳远，四川选手黄常洲以8米18的今年全国最好成绩获得冠军，达到8米18的室内世锦赛参赛标准。2016年3月21日，波特兰室内田径世锦赛进入到最后一个比赛日的争夺。在男子跳远比赛中，黄常洲凭借最后一跳8米21的个人最好成绩获得第三名。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，娄佳惠名列出征田径队队男运动员名单。,http://info.2016.163.com/athlete/8181.html
高兴龙,Gao Xinglong,男,1994年3月12日,181cm,70kg,田径,黑龙江,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,高兴龙，中国男子跳远运动员。2016年7月16日，2016年国际田联钻石联赛摩纳哥站全部比赛中，高兴龙以8米00的成绩获得男子跳远第三名。详细介绍运动生涯2013年10月21日，浙江嘉兴全国青年田径锦标赛 以跳远成绩7.98米夺取第一名的好成绩2014年3月8日，南京仙林全国室内田径锦标赛 以跳远成绩8.03米夺得第一名的好成绩2014年7月12日，在济南奥体中心举行的2014年全国田径冠军赛暨大奖赛总决赛男子跳远比赛中，高兴龙以8米16的成绩夺得冠军。北京时间9月30日，2014年亚运会的田径比赛在仁川亚运会主体育馆继续进行。男子跳远决赛，中国小将高兴龙以7米86的成绩收获一枚铜牌。此次参赛的20岁小将高兴龙，他在今年曾连续3次跳出了8米10以上的成绩，也是该项目奖牌的有力争夺者。北京时间8月25日，2015年北京田径世锦赛男子跳远决赛中高兴龙以8米14获得第四名。2016年瑞典斯德哥尔摩室内田径赛，男子跳远中国选手高兴龙，以7米92获得第四。2016年国际田联世界室内巡回赛英国格拉斯哥站，以7米98获得男子跳远季军。,http://info.2016.163.com/athlete/8183.html
多布杰,Duo Bujie,男,1994年,170cm,55kg,田径,西藏,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,多布杰，男，西藏人，1994年出生，2014年济南田径冠军赛，当时他以14分13秒53的个人历史最好成绩获得了男子5000米冠军，并如愿拿到了仁川亚运会的入场券，他也成了继2006年的次旺之后，又一个参加亚运会田径赛事的西藏选手。详细介绍运动生涯多布杰在2014年济南田径冠军赛，以14分13秒53的个人历史最好成绩获得了男子5000米冠军，并如愿拿到了仁川亚运会的入场券，他也成了继2006年的次旺之后，又一个参加亚运会田径赛事的西藏选手。多布杰也是“田径高原人才开发计划”的受益者，这项被纳入西部大开发国家战略的计划于2011年正式推出，一年起步、两年推广、三年成型，如今已经到了成型的时候。,http://info.2016.163.com/athlete/8185.html
汤星强,Tang Qingqiang,男,1995年8月11日,170cm,65kg,田径,福建,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,"汤星强，男，1995年8月11日出生于福建省宁德市周宁县，福建省田径男子短跑运动员。2015全国田径冠军赛暨大奖赛总决赛男子100米冠军。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，汤星强名列出征田径队运动员名单。详细介绍早年经历2006年9月，进入周宁县少体校田径队师从张铭教练，2014年2月进入福建省田径自行车中心田径队师从兰应汹教练。运动生涯2015全国田径冠军赛暨大奖赛总决赛，男子100米的比赛中，汤星强以10秒38的成绩夺冠。2014年10月29日，福建省运会田径赛男子青年组200米决赛中，汤星强在自己的非强项上夺冠。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，汤星强名列出征田径队运动员名单。",http://info.2016.163.com/athlete/8186.html
黄博凯,Huang Bokai,男,1996年9月26日,192cm,78kg,田径,广东,http://img1.cache.netease.com/pcluster/olympicinfo/post/8db/762/847/f102d98b6e74a3d8507e7fa_160x108.jpg,黄博凯，中国撑杆跳高运动员。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，黄博凯名列出征田径队运动员名单。详细介绍早年经历黄博凯成名较早，于2005年进入宝安区青少年业余体校练习田径，经过两年的专业培训，他被体校推荐至广东省体校专攻撑杆跳高，随后入选广东省田径队。运动生涯在2013年乌克兰顿涅茨克落幕的第八届世界少年田径锦标赛上夺得撑杆跳银牌。2013年1月，黄博凯代表中国参加第六届澳大利亚奥林匹克青年节，以5米成绩夺冠。2015年1月31日，黄博凯在法国的室内比赛中，跳出5.61米的高度，把名将杨雁胜在2007年创造的全国青年纪录提升了1厘米。2016年新春之际，在比利时室内赛上，黄博凯跳出5米70夺冠并创下亚洲青年纪录，而5米70也正好是里约奥运会的达标线。2016年亚洲室内田径锦标赛在卡塔尔多哈进行，黄博凯以5米75的成绩获得男子撑杆跳冠军，并打破赛会纪录和创造亚洲青年纪录。2016年7月18日，2016年里约热内卢奥运会中国奥运代表团成立，黄博凯名列出征田径队运动员名单。,http://info.2016.163.com/athlete/8188.html
于颂,Yu Song,女,1987年,,,柔道,山东青岛,http://img1.cache.netease.com/pcluster/olympicinfo/post/a64/8af/efa/5b8971c0251bdb097ea992a_160x108.jpg,于颂，中国女子柔道运动员。详细介绍个人战绩2005年11月27日第五届中国青岛国际柔道公开赛女子正78公斤级金牌2006年欧洲柔道系列赛（世界柔道A级赛）意大利、英国两站比赛中，代表中国出战的青岛唐恒道馆英派斯道场（市体校柔道队）的于颂力克多名世界级好手，连续获得+78公斤级两枚铜牌2007年10月六城会女子柔道无差别级名列第七2009年10月23日，在山东滨州举行的第十一届全运会柔道女子无差别级铜牌争夺战中，天津队选手秦茜战胜山东队选手于颂，获得铜牌2010年8月全国女子柔道冠军赛（天津武清体育馆），女子无差级别金牌2010年柔道世界杯韩国水原站（12月6日），女子78公斤以上级冠军2010世界柔道大奖赛中国站（12月18日），获得女子78公斤以上级冠军2011年2月28日，2011年柔道世界杯捷克站+78公斤级获得季军2011年6月27日，2011柔道世界杯巴西圣保罗站，获得女子78公斤以上级冠军2016年欧洲柔道公开赛罗马站，+78公斤级世界排名第一的中国选手于颂获得冠军,http://info.2016.163.com/athlete/7940.html
马英楠,Ma Ying Nan,女,,,,柔道,辽宁,http://img1.cache.netease.com/pcluster/olympicinfo/post/a64/8af/efa/5b8971c0251bdb097ea992a_160x108.jpg,马英楠，中国女子柔道队运动员，辽宁人，全国冠军。详细介绍个人战绩2011年9月全国女子柔道冠军赛52公斤级冠军2012年3月22日全国女子柔道锦标赛上夺得52公斤以下级冠军2016年欧洲柔道公开赛罗马站52公斤级获得亚军,http://info.2016.163.com/athlete/7942.html
杨俊霞,Yang Jun Xia,女,,,,柔道,山东,http://img1.cache.netease.com/pcluster/olympicinfo/post/a64/8af/efa/5b8971c0251bdb097ea992a_160x108.jpg,杨俊霞，女，山东人；2013年入选中国柔道队；被视为中国女柔的未来之星，中国柔道队队员；拟授予国际级运动健将。详细介绍个人战绩2014年仁川亚运会女子柔道63公斤级银牌得主2014年2014年世界大满贯赛女子柔道63公斤级第七名2016年欧洲柔道公开赛罗马站，63公斤级铜牌,http://info.2016.163.com/athlete/7944.html
赛音吉日嘎拉,Sai Yin Ji Ri Ga La,男,,,,柔道,内蒙古自治区,http://img1.cache.netease.com/pcluster/olympicinfo/post/a64/8af/efa/5b8971c0251bdb097ea992a_160x108.jpg,赛音吉日嘎拉，14岁被教练相中，开始学习柔道，现是中国内蒙古男子柔道运动员。详细介绍个人战绩2011年第七届全国城市运动会冠军2011年10月20日第七届全国城市运动会男子柔道66公斤级冠军,http://info.2016.163.com/athlete/7952.html
程训钊,Cheng Xunzhao,男,1991年,,,柔道,江苏,http://img1.cache.netease.com/pcluster/olympicinfo/post/a64/8af/efa/5b8971c0251bdb097ea992a_160x108.jpg,现年25岁的程训钊，身高1米83，浑身都是健硕的肌肉，1991年出生在江苏丰县，土生土长的徐州人。,http://info.2016.163.com/athlete/8288.html
马端斌,Ma Duan Bin,男,,,,柔道,北京,http://img1.cache.netease.com/pcluster/olympicinfo/post/a64/8af/efa/5b8971c0251bdb097ea992a_160x108.jpg,马端斌，2006年加入北京队柔道队开始学柔道。现为国家柔道运动员。详细介绍个人战绩2013年第十二届辽宁全运会柔道男子66公斤级 冠军2014年荣获全国男子柔道锦标赛“一等奖”[2015年1月5日，拟授予国际级运动健将称号,http://info.2016.163.com/athlete/7924.html
张浙慧,Zhang Zhehui,女,,,78kg,柔道,江苏,http://img1.cache.netease.com/pcluster/olympicinfo/post/a64/8af/efa/5b8971c0251bdb097ea992a_160x108.jpg,张浙慧，中国女子柔道队运动员，曾多次代表江苏省女子柔道队参加了各种重大的全国比赛。在2009年第十一届全运会上，张浙慧代表江苏队出战获得了女子柔道78公斤级金牌。在2011年女子柔道世界杯圣保罗站中，张浙慧收获了女子78公斤级的冠军，这也是张浙慧首次获得世界杯个人冠军。 个人战绩2009年全国女子柔道锦标赛78公斤级金牌2009年第十一届全运会女子柔道78公斤级金牌2010年女子柔道世界杯罗马尼亚站78公斤级铜牌2010年女子柔道世界杯爱沙尼亚站78公斤级铜牌2011年女子柔道世界杯圣保罗站78公斤级金牌2012年全国女子柔道锦标赛78公斤级金牌,http://info.2016.163.com/athlete/765.html
